,2019,2020,2021,2022
revenue,80228000.0,141406000.0,218336000.0,381053000.0
depreication,1847000.0,3120000.0,3596000.0,7819000.0
net_income,0.0,-31085000.0,-61379000.0,-76025000.0
eps_diluted,0.0,-5.32,-2.33,-1.61
cash_and_equiv,0.0,59874000.0,86262000.0,65662000.0
long_term_assets,0.0,11308000.0,339155000.0,346870000.0
