,2017,2018,2019,2020,2021,2022
revenue,105399000.0,137431000.0,166043000.0,212278000.0,259708000.0,304632000.0
net_income,12465000.0,-19271000.0,-9846000.0,10148000.0,16707000.0,-4776000.0
cash_and_equiv,101921000.0,82283000.0,105947000.0,215012000.0,250536000.0,120817000.0
depreication,0.0,77665000.0,93929000.0,99781000.0,101604000.0,118533000.0
eps_diluted,0.0,0.0,-0.09,0.07,0.11,-0.03
long_term_debt,0.0,0.0,1243310000.0,587022000.0,635122000.0,782491000.0
long_term_assets,0.0,0.0,1497673000.0,1507161000.0,1655436000.0,1852497000.0
