,2018,2019,2020,2021,2022
revenue,27646789.0,29410550.0,18793951.0,17358914.0,114073803.0
net_income,2854887.0,1642794.0,782296.0,-938413.0,1896188.0
eps_diluted,0.32,0.18,0.08,-0.06,0.09
cash_and_equiv,0.0,223507.0,2105625.0,78461.0,62616.0
long_term_debt,0.0,10961700.0,12873199.0,34445127.0,62196221.0
long_term_assets,0.0,4959738.0,3741953.0,36745515.0,45206470.0
