,2017,2018,2019,2020,2021,2022
net_income,8302000.0,1873000.0,4465000.0,14626000.0,82021000.0,66393000.0
long_term_debt,0.0,195821000.0,196299000.0,206783000.0,285544000.0,413363000.0
long_term_assets,0.0,185352000.0,194964000.0,240117000.0,322493000.0,353869000.0
revenue,0.0,0.0,644912000.0,817110000.0,1235048000.0,1326961000.0
eps_diluted,0.0,0.0,-0.15,0.41,3.93,2.42
depreication,0.0,0.0,6848000.0,6682000.0,8386000.0,9480000.0
