,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,2000.0,102951.0,32469.0,0.0,0.0,0.0,0.0,19200000.0,19286964,21513474.0
net_income,-22897.0,-50260.0,-45176.0,-260267.0,-136851.0,-212187.0,-730113.0,-100562.0,-936846,-11845657.0
cash_and_equiv,22660.0,12904.0,0.0,0.0,48642.0,257637.0,23514.0,82849.0,403771,364023.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10754485,14677105.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.02
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469286,2690617.0
