,2020,2021,2022
revenue,55889000.0,81626000.0,97666000.0
net_income,-53015000.0,-87547000.0,-109157000.0
eps_diluted,-0.81,-0.64,-0.59
cash_and_equiv,164944000.0,439488000.0,421830000.0
long_term_debt,52546000.0,29285000.0,43332000.0
long_term_assets,10315000.0,14550000.0,65673000.0
depreication,2823000.0,2569000.0,4571000.0
