,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,56321000.0,105245000.0,145378000.0,110188000.0,33583000.0,26202000.0,9526000.0,7604000.0,39488000.0,8881000.0,13892000.0,5766000.0,10283000.0,59968000.0,9969000.0,4832000.0
net_income,0.0,242125000.0,68330000.0,350053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,2.4,0.67,3.27,0.11,0.2,0.22,0.05,0.37,0.47,0.19,0.23,0.57,4.87,5.47,4.26
depreication,0.0,431672000.0,450864000.0,472807000.0,493784000.0,481262000.0,492322000.0,496487000.0,571664000.0,565011000.0,610629000.0,650955000.0,664140000.0,686253000.0,719141000.0,817814000.0
long_term_debt,0.0,0.0,4605467000.0,4495498000.0,4838705000.0,4405542000.0,4955644000.0,4565716000.0,4904708000.0,5314731000.0,5987565000.0,6287196000.0,6910923000.0,7674699000.0,8670604000.0,9503427000.0
long_term_assets,0.0,0.0,11106263000.0,11368489000.0,12154548000.0,12373889000.0,12465077000.0,13315455000.0,14137742000.0,15182034000.0,16002794000.0,16739211000.0,17449217000.0,18822102000.0,20452122000.0,20972851000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3498682000.0,759659000.0,3691247000.0,3471209000.0,3586982000.0,3803835000.0,4324385000.0
