,2021,2022
revenue,464382000.0,522664000.0
net_income,-203823000.0,0.0
eps_diluted,-0.96,-0.75
cash_and_equiv,338506000.0,656187000.0
long_term_assets,73909000.0,48779000.0
depreication,3366000.0,3655000.0
