,2020,2021,2022
revenue,1957000.0,17038000.0,10638000.0
net_income,403000.0,-1923605.0,-8845000.0
depreication,83000.0,309000.0,1662000.0
eps_diluted,0.0,-1.46,-0.4601
cash_and_equiv,0.0,4477000.0,11215000.0
long_term_assets,0.0,4653000.0,2409000.0
