,2019,2020,2021,2022
revenue,306051000.0,368120000.0,458338000.0,590961000.0
net_income,-38465000.0,-53225000.0,-249563000.0,-279239000.0
eps_diluted,-1.77,-2.23,-2.95,-2.01
depreication,34340000.0,40064000.0,45922000.0,51878000.0
cash_and_equiv,0.0,50725000.0,103859000.0,121110000.0
long_term_debt,0.0,293672000.0,289370000.0,312663000.0
long_term_assets,0.0,144918000.0,201209000.0,230054000.0
