,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,2500.0,-1301374.0,-1729344.0,-2210764.0,-2771894.0,-4432716.0,-4903668.0,-709343.0,-533028.0,22745.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash_and_equiv,0.0,173956.0,201353.0,24.0,1627.0,198144.0,455843.0,183009.0,696380.0,1273317.0
revenue,0.0,30000.0,140000.0,60000.0,40000.0,0.0,11564.0,503512.0,0.0,0.0
long_term_assets,0.0,1010573.0,1300961.0,4048717.0,5998972.0,5375043.0,10358520.0,14508848.0,14044945.0,13639998.0
depreication,0.0,394.0,2217.0,14956.0,14957.0,13803.0,1152.0,446854.0,112481.0,112481.0
