,2017,2018,2019,2020,2021,2022
cash_and_equiv,53944000.0,65708000.0,15748000.0,59185000.0,31593000.0,36207000.0
revenue,0.0,153100000.0,184612000.0,57971000.0,27185000.0,10812000.0
net_income,0.0,315000.0,-130126000.0,-45048000.0,-15964000.0,-27574000.0
long_term_debt,0.0,189368000.0,158448000.0,79939000.0,63546000.0,76260000.0
long_term_assets,0.0,22213000.0,57564000.0,39478000.0,36771000.0,20252000.0
depreication,0.0,684000.0,1765000.0,2333000.0,1939000.0,807000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.09
