,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,77882000.0,117661000.0,91297000.0,71560000.0,14031000.0,71764000.0,160754000.0,102724000.0,70502000.0,80931000.0,127436000.0,203126000.0,139259000.0
revenue,0.0,21837000.0,6282000.0,6744000.0,14636000.0,6218000.0,69892000.0,43011000.0,30013000.0,35440000.0,44045000.0,0.0,14240000.0
net_income,0.0,-23706000.0,-5313000.0,-12382000.0,-26664000.0,-117732000.0,-198471000.0,-314670000.0,-346028000.0,-411472000.0,-327370000.0,1604715000.0,-231801000.0
long_term_assets,0.0,0.0,6864000.0,31458000.0,132358000.0,82736000.0,59202000.0,169136000.0,244677000.0,279037000.0,216275000.0,373505000.0,405946000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,-6.86,-1.41,-1.74,-4.23
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6432000.0,7172000.0,8087000.0,0.0,0.0,0.0
