,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,184200000.0,228300000.0,255800000.0,393300000.0,221200000.0,505500000.0,1750900000.0,2109600000.0,1613000000.0
revenue,0.0,2126900000.0,1939400000.0,2375400000.0,2689800000.0,2017500000.0,3973200000.0,5152400000.0,5916300000.0
net_income,0.0,-351200000.0,-36600000.0,18400000.0,269400000.0,159100000.0,-33300000.0,562500000.0,604700000.0
eps_diluted,0.0,-2.35,-0.25,0.1,1.29,0.76,-0.09,1.34,1.47
depreication,0.0,163000000.0,172700000.0,173800000.0,180400000.0,146500000.0,412500000.0,422100000.0,432800000.0
long_term_assets,0.0,0.0,3127500000.0,3157600000.0,3155900000.0,3084500000.0,12196500000.0,11039600000.0,10798600000.0
