,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4211000.0,3521000.0,3472000.0,12633000.0,9648000.0,30168000.0,18559000.0,29270000.0
revenue,0.0,668173000.0,238626000.0,226702000.0,247274000.0,773679000.0,860400000.0,1037353000.0
net_income,0.0,58895000.0,-90167000.0,35824000.0,36740000.0,76781000.0,78666000.0,86303000.0
eps_diluted,0.0,2.12,-3.13,1.24,1.2,2.51,2.56,2.54
depreication,0.0,77604000.0,81053000.0,85156000.0,91496000.0,103683000.0,113534000.0,116707000.0
long_term_debt,0.0,0.0,1065034000.0,1245320000.0,1363237000.0,1582508000.0,1769697000.0,2235598000.0
long_term_assets,0.0,0.0,2769810000.0,2946741000.0,3134762000.0,3433134000.0,3627328000.0,4004113000.0
