,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,0.0,79890,585339,84262,570349,0.0
revenue,0.0,0.0,0,4099925,4188782,4243053,4046071.0
net_income,0.0,3298340.0,-4296239,-5464520,-10452866,-9162764,-2380261.0
eps_diluted,0.0,0.0,0,0,0,0,0.0
long_term_debt,0.0,11275089.0,14547771,12243425,9955524,7146200,6998671.0
long_term_assets,0.0,0.0,572000,7168780,4092855,3619357,3283528.0
depreication,0.0,0.0,0,377295,496199,412223,342968.0
