,2018,2019,2020,2021,2022
revenue,1490700000.0,1887600000.0,2371500000.0,2583000000.0,2615500000.0
net_income,338000000.0,288900000.0,92100000.0,308500000.0,275300000.0
eps_diluted,0.89,0.76,0.24,0.75,0.69
cash_and_equiv,0.0,266800000.0,520100000.0,1017000000.0,768700000.0
long_term_debt,0.0,2873700000.0,2850200000.0,2992600000.0,2873000000.0
long_term_assets,0.0,1003200000.0,1021700000.0,1467600000.0,1672700000.0
