,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,7152274.0,13160696.0,83948770.0,229660000.0,62952000.0,75932000.0,442116000.0,964100000.0,1008470000.0
net_income,0.0,-18021737.0,-37512212.0,-50384000.0,-139075000.0,-195071000.0,-76547000.0,-211825000.0,-443286000.0
long_term_assets,0.0,0.0,4814988.0,19019574.0,32842000.0,62689000.0,81602000.0,109075000.0,95804000.0
depreication,0.0,0.0,0.0,548000.0,1650000.0,3766000.0,4640000.0,6487000.0,8227000.0
revenue,0.0,0.0,0.0,0.0,129000.0,12985000.0,15094000.0,43964000.0,212672000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,-0.76,-0.46
