,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,344000000.0,207000000.0,90000000.0,247000000.0,161000000.0,93000000.0,172000000.0,207000000.0,266000000.0,235000000.0,182000000.0,153000000.0,140000000.0,32000000.0,452000000.0,164000000.0
revenue,0.0,6807000000.0,6205000000.0,1682000000.0,1620000000.0,1670000000.0,1736000000.0,1758000000.0,1509000000.0,1640000000.0,1778000000.0,6502000000.0,6403000000.0,6238000000.0,7075000000.0,8320000000.0
net_income,0.0,295000000.0,229000000.0,25000000.0,41000000.0,67000000.0,102000000.0,96000000.0,106000000.0,77000000.0,-3000000.0,108000000.0,167000000.0,158000000.0,639000000.0,837000000.0
eps_diluted,0.0,1.2,0.91,0.09,0.15,0.25,0.37,0.35,0.38,0.28,-0.01,0.38,0.58,0.55,2.2,2.85
depreication,0.0,589000000.0,570000000.0,576000000.0,546000000.0,598000000.0,628000000.0,685000000.0,750000000.0,811000000.0,881000000.0,933000000.0,989000000.0,1043000000.0,1114000000.0,1126000000.0
long_term_debt,0.0,0.0,7849000000.0,9195000000.0,9411000000.0,9026000000.0,9587000000.0,9964000000.0,10702000000.0,11295000000.0,11907000000.0,13239000000.0,14655000000.0,14818000000.0,14250000000.0,16107000000.0
long_term_assets,0.0,0.0,12514000000.0,12857000000.0,13887000000.0,14709000000.0,14764000000.0,16546000000.0,17979000000.0,19342000000.0,20575000000.0,22061000000.0,24506000000.0,27262000000.0,26126000000.0,27920000000.0
