,2020,2021,2022
revenue,11158820.0,21713138.0,20283245.0
net_income,2423941.0,3202212.0,2932363.0
eps_diluted,0.24,0.32,0.29
depreication,520685.0,585835.0,644668.0
cash_and_equiv,0.0,484389.0,2085033.0
long_term_assets,0.0,10447733.0,22099738.0
