,2017,2018,2019,2020,2021,2022
cash_and_equiv,129435.0,227769.0,11511.0,18244055.0,0.0,0.0
revenue,0.0,24187596.0,61775903.0,96879173.0,170911999.0,209981306.0
net_income,0.0,1477907.0,1278359.0,3586692.0,-6389076.0,-11531781.0
depreication,0.0,4406.0,19004.0,25926.0,185484.0,363648.0
long_term_assets,0.0,0.0,69088.0,3850210.0,12421137.0,11300773.0
eps_diluted,0.0,0.0,0.0,0.18,-0.26,-0.39
