,2020,2021,2022
revenue,92086000.0,251913000.0,593312000.0
net_income,-18846.0,-6475753.0,-6863000.0
long_term_assets,126750.0,320154535.0,25865000.0
depreication,5734000.0,4491000.0,5989000.0
cash_and_equiv,0.0,812884.0,353457000.0
eps_diluted,0.0,0.0,-0.13
