,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,189000000.0,242000000.0,263000000.0,424000000.0,825000000.0,188000000.0,238000000.0,401000000.0,268000000.0,277000000.0,322000000.0,347000000.0,429000000.0,399000000.0,1687000000.0,1821000000.0,1015000000.0
net_income,0.0,1209000000.0,-875000000.0,202000000.0,196000000.0,317000000.0,299000000.0,362000000.0,428000000.0,391000000.0,397000000.0,317000000.0,263000000.0,631000000.0,-77000000.0,1655000000.0,2244000000.0
eps_diluted,0.0,1.73,-1.35,0.32,0.33,0.6,0.57,0.36,0.43,0.41,0.44,0.39,0.32,0.8,-0.1,2.17,3.06
depreication,0.0,1355000000.0,356000000.0,368000000.0,372000000.0,382000000.0,395000000.0,456000000.0,484000000.0,549000000.0,573000000.0,570000000.0,624000000.0,631000000.0,674000000.0,2824000000.0,2965000000.0
long_term_debt,0.0,0.0,7646000000.0,15303000000.0,15504000000.0,16848000000.0,19537000000.0,21485000000.0,22418000000.0,24367000000.0,26175000000.0,28984000000.0,28625000000.0,27499000000.0,27776000000.0,28068000000.0,28530000000.0
long_term_assets,0.0,0.0,16005000000.0,15643000000.0,15884000000.0,16151000000.0,16675000000.0,20451000000.0,21586000000.0,24005000000.0,26165000000.0,26080000000.0,27315000000.0,34366000000.0,36159000000.0,36912000000.0,36953000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27749000000.0,27831000000.0,27974000000.0,29723000000.0,30737000000.0,137888000000.0,148258000000.0
