,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,8021000.0,7726000.0,24401000.0,11586000.0,7706000.0,10495000.0,23054000.0,48995000.0,24869000.0,28193000.0,125806000.0,20291000.0
net_income,0.0,-11255000.0,-10073000.0,-31917000.0,-15529000.0,-26671000.0,-5043000.0,-19449000.0,-102808000.0,-50986000.0,-89998000.0,-106001000.0
eps_diluted,0.0,-4128.71,-3.54,-2.65,-0.83,-1.14,-0.11,-0.32,-1.53,0.0,-1.27,-1.21
long_term_assets,0.0,126000.0,261000.0,245000.0,805000.0,831000.0,703000.0,5185000.0,2804000.0,2240000.0,11219000.0,3779000.0
depreication,0.0,119000.0,55000.0,18000.0,22000.0,29000.0,35000.0,105000.0,572000.0,632000.0,688000.0,710000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,5207000.0,0.0,0.0,0.0,0.0,1000000000.0
