,2018,2019,2020,2021,2022
revenue,300220000.0,113332000.0,74304000.0,450958000.0,667422000.0
net_income,209736000.0,69122000.0,44791000.0,269980000.0,446362000.0
depreication,2583000.0,8906000.0,14395000.0,16257000.0,15376000.0
eps_diluted,0.0,41.09,22.7,34.83,57.77
cash_and_equiv,0.0,303645000.0,281046000.0,428242000.0,510834000.0
long_term_assets,0.0,0.0,239105000.0,237551000.0,244026000.0
