,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-8200000.0,-17600000.0,-13100000.0,19200000.0,49500000.0,245100000.0,102100000.0,82900000.0,101700000.0,1017400000.0,269500000.0
cash_and_equiv,154300000.0,111200000.0,77900000.0,133200000.0,182200000.0,115800000.0,186700000.0,273600000.0,492700000.0,1842400000.0,585300000.0
long_term_debt,2888600000.0,3114500000.0,3163800000.0,2500600000.0,2748900000.0,2923000000.0,4596600000.0,4228400000.0,4124000000.0,7722900000.0,6575600000.0
long_term_assets,3978200000.0,4142600000.0,4240500000.0,4016000000.0,4231200000.0,4529800000.0,6198300000.0,6225000000.0,5841900000.0,10003000000.0,10216100000.0
depreication,115000000.0,186800000.0,241200000.0,278400000.0,265200000.0,238000000.0,306900000.0,338600000.0,346800000.0,377000000.0,519000000.0
eps_diluted,0.0,-0.24,-0.09,0.1,0.27,1.29,0.53,0.43,0.53,5.27,1.4
revenue,0.0,0.0,0.0,0.0,1704900000.0,506100000.0,613100000.0,685600000.0,653300000.0,789800000.0,3709900000.0
