,2017,2018,2019,2020,2021,2022
revenue,216671000.0,63309000.0,64062000.0,82805000.0,335854000.0,296899000.0
net_income,9128000.0,-1513000.0,-1049000.0,10506000.0,37421000.0,20200000.0
depreication,8824000.0,1609000.0,1901000.0,1601000.0,6171000.0,5961000.0
eps_diluted,0.0,-0.11,-0.89,0.7,1.31,0.72
long_term_debt,0.0,169318000.0,131480000.0,161769000.0,111594000.0,114841000.0
long_term_assets,0.0,36484000.0,43162000.0,40618000.0,51679000.0,56473000.0
