,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,-9431000.0,-8036000.0,-16679000.0,-23237000.0,-74936000.0,-71136000.0,-76462000.0
depreication,6000.0,376000.0,875000.0,1843000.0,1978000.0,2020000.0,1925000.0
cash_and_equiv,0.0,51402000.0,58345000.0,65071000.0,58152000.0,131650000.0,57626000.0
long_term_assets,0.0,1960000.0,11992000.0,11671000.0,10092000.0,9241000.0,31043000.0
eps_diluted,0.0,0.0,0.0,0.0,-1.71,-1.29,-1.29
