,2015,2016,2017,2018,2019,2020,2021
net_income,-150620.0,2350148.0,3899891.0,-8412731.0,-1562855.0,-1071648.0,3551695.0
eps_diluted,-287.44,13.48,0.19,0.0,0.0,0.0,0.0
cash_and_equiv,8989.0,4224237.0,7696699.0,7865345.0,1462590.0,664605.0,18426622.0
revenue,0.0,6882843.0,12427743.0,5112520.0,330000.0,53305.0,36709931.0
long_term_assets,0.0,1898232.0,3203758.0,452051.0,7208696.0,29433.0,701618.0
depreication,0.0,25984.0,246529.0,382680.0,50273.0,33437.0,38363.0
