,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
cash_and_equiv,45627000.0,63749000.0,151340000.0,136211000.0,198501000.0,44746000.0,29194000.0,55771000.0,24997000.0,47644000.0,54835000.0
revenue,0.0,151034000.0,0.0,0.0,0.0,0.0,0.0,0.0,200331000.0,219923000.0,185263000.0
net_income,0.0,16283000.0,17232000.0,46178000.0,42402000.0,11360000.0,11609000.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,9303000.0,20086000.0,19116000.0,42536000.0,98226000.0,150634000.0,208389000.0,379631000.0,397759000.0,54044000.0
depreication,0.0,1953000.0,3392000.0,5198000.0,5854000.0,7020000.0,6042000.0,5474000.0,4723000.0,11111000.0,5966000.0
