,2021,2022,2023
revenue,23795000.0,55286000.0,61280000.0
net_income,-809234000.0,-845262000.0,-1009030000.0
cash_and_equiv,2055044000.0,2060400000.0,1676813000.0
long_term_debt,389241000.0,394392000.0,647963000.0
long_term_assets,402697000.0,438606000.0,591017000.0
eps_diluted,0.0,-1.26,-1.42
depreication,0.0,5932000.0,18857000.0
