,2018,2019,2020,2021,2022
revenue,272403000.0,321500000,374665000,425548000,491624000
net_income,-6106000.0,31057000,-75081000,-1479000,-12304000
cash_and_equiv,55838000.0,75903000,303051000,73333000,91803000
depreication,24901000.0,25190000,32215000,44782000,61153000
long_term_debt,0.0,335211000,292193000,369132000,49466209000
long_term_assets,0.0,99066000,156093000,474536000,478003000
