,2019,2020,2021,2022
revenue,794411000.0,1218333000,1833559000,2708211000
net_income,-282588000.0,-60052000,-406487000,-106553000
depreication,12253000.0,13531000,14544000,13772000
cash_and_equiv,0.0,106795000,1040039000,497070000
long_term_debt,0.0,331500000,405710000,578841000
long_term_assets,0.0,152164000,219057000,246194000
