,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,65064000.0,169384000.0,203991000.0,450348000.0,540038000.0,77128000.0,80100000.0,75000000.0,151600000.0,284600000.0,383900000.0,320600000.0,309600000.0,405000000.0,438000000.0,339000000.0,365000000.0
net_income,0.0,259654000.0,283869000.0,274258000.0,265708000.0,244520000.0,314213000.0,74428000.0,84700000.0,58600000.0,107000000.0,-650400000.0,1800000.0,102300000.0,105000000.0,119000000.0,-950000000.0
eps_diluted,0.0,1.68,1.87,1.83,1.82,1.7,2.18,0.51,0.59,0.41,0.46,-2.85,0.01,0.46,0.48,0.54,-4.41
long_term_debt,0.0,0.0,783641000.0,898287000.0,966584000.0,2215492000.0,2400693000.0,2164650000.0,1915300000.0,1629500000.0,2295800000.0,2580600000.0,2593300000.0,2433000000.0,3656000000.0,3183000000.0,3041000000.0
long_term_assets,0.0,0.0,1880538000.0,1870136000.0,1942906000.0,3742495000.0,3861201000.0,3929822000.0,3439500000.0,3206200000.0,9812300000.0,8372000000.0,6799000000.0,6603000000.0,7552000000.0,7387000000.0,5750000000.0
depreication,0.0,0.0,56929000.0,65175000.0,65912000.0,85035000.0,129199000.0,127900000.0,129100000.0,122900000.0,271700000.0,316400000.0,331000000.0,323000000.0,334000000.0,347000000.0,328000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993400000.0,1059700000.0,1111500000.0,1076000000.0,1103000000.0,3922000000.0
