,2020,2021,2022
revenue,2103000.0,2712000.0,11789000.0
net_income,-14375000.0,18092000.0,-9555000.0
eps_diluted,-0.21,0.11,-0.05
cash_and_equiv,4974000.0,513447000.0,50123000.0
long_term_debt,4568000.0,8496000.0,20740000.0
long_term_assets,8729000.0,23303000.0,266638000.0
depreication,2067000.0,2360000.0,5176000.0
